parts;part id
c_ca_f_50D;0
c_ca_f_B10A_mus;1
c_ca_f_B20A_mus;2
c_ca_f_B30A_mus;3
c_ca_f_B10A;4
c_ca_f_B10B;5
c_ca_f_B20A;6
c_ca_f_B20C;7
c_ca_f_B20D;8
c_ca_f_B20E;9
c_ca_f_B20F;10
c_ca_f_B20G;11
c_ca_f_B20H;12
c_ca_f_B20I;13
c_ca_f_B40D;14
c_ca_f_C00_kurokawa;15
c_ca_f_C00_morita;16
c_ca_f_B30B;17
c_ca_f_B30A;18
c_ca_f_B30C;19
c_ca_f_B30G;20
c_ca_f_B20B;21
c_ca_f_B30D;22
c_ca_f_B40A_fat;23
c_ca_f_20D;24
c_ca_f_50C;25
c_ca_f_30D;26
c_ca_f_50B;27
c_ca_f_B30E;28
c_ca_f_B30F;29
c_ca_f_B20A_fat;30
c_ca_f_B10A_fat;31
c_ca_f_B30C_skimask;32
c_ca_f_skimask_mus;33
c_ca_f_skimask_fat;34
c_ca_f_B40A;35
c_ca_f_40A;36
c_ca_f_60B;37
c_ca_f_B40A_mus;38
c_ca_f_B30A_fat;39
c_ca_f_20A;40
c_ca_f_40E;41
c_ca_f_60C;42
c_ca_f_60D;43
c_ca_f_50A;44
c_ca_f_60A;45
c_ca_f_B50B;46
c_ca_f_B50A_mus;47
c_ca_f_B50C;48
c_ca_f_40C;49
c_ca_f_B40E;50
c_ca_f_B50A;51
c_ca_f_B30H;52
c_ca_f_Myamagata;53
c_cw_f_10B;54
c_cw_f_10A;55
c_cw_f_30F;56
c_cw_f_20F;57
c_ca_f_30C;58
c_ca_f_30E;59
c_ca_f_30F;60
c_ca_f_20B;61
c_ca_f_40B;62
c_ca_f_10A;63
c_ca_f_30B;64
c_ca_f_10C;65
c_ca_f_30G;66
c_ca_f_10B;67
c_ca_f_20C;68
c_ca_f_30H;69
c_ca_f_30A;70
c_ca_f_30I;71
c_ca_f_40D;72
c_ca_f_B40B;73
c_ca_f_B40C;74
c_cw_f_40F;75
c_cw_f_20C;76
c_cw_f_20D;77
c_cw_f_20E;78
c_cw_f_S03_sakura;79
c_ca_f_N40A;80
c_ca_f_N20A;81
c_ca_f_N30A;82
c_ca_f_60F;83
c_cw_f_30A;84
c_cw_f_30B;85
c_cw_f_30C;86
c_cw_f_40A;87
c_cw_f_40B;88
c_cw_f_40C;89
c_cw_f_20A;90
c_cw_f_20B;91
c_cw_f_40E;92
c_cw_f_30E;93
c_cw_f_30D;94
c_cw_f_50A;95
c_cw_f_50B;96
c_cw_f_50C;97
c_cw_f_60A;98
c_cw_f_60B;99
c_cw_f_60C;100
c_ca_f_S05_gondawara;101
c_ca_f_B50A_fat;102
c_cw_f_10C;103
c_ca_f_clan_master;104
c_ca_f_CIiso;105
c_ca_f_CIkanzaki;106
c_ca_f_CIoil;107
c_ca_f_Cikiritani;108
c_ca_f_CIyouda;109
c_cw_f_CIacq01;110
c_cw_f_CIacq02;111
c_cw_f_CIacq03;112
c_cw_f_CIacq04;113
c_cw_f_CIacq05;114
c_cw_f_CIacq06;115
c_cw_f_CIacq07;116
c_cw_f_CIacq08;117
c_cw_f_CIacq09;118
c_cw_f_CIacq10;119
c_cw_f_CIacq11;120
c_cw_f_CIacq12;121
c_cw_f_CIacq13;122
c_cw_f_CIacq14;123
c_cw_f_CIacq15;124
c_cw_f_CIacq16;125
c_cw_f_CIacq17;126
c_cw_f_CIacq18;127
c_cz_f_CI01_shoko_dress;128
c_cz_f_CI01_shoko;129
c_cz_f_CI02_yua_dress;130
c_cz_f_CI02_yua;131
c_cz_f_CI03_kana_dress;132
c_cz_f_CI03_kana;133
c_cz_f_CI04_kirara_dress;134
c_cz_f_CI04_kirara;135
c_cz_f_CI05_AIKA_dress;136
c_cz_f_CI05_AIKA;137
c_cz_f_CI06_koyuki_dress;138
c_cz_f_CI06_koyuki_dress_test;139
c_cz_f_CI06_koyuki;140
c_ca_f_clan01_okada;141
c_ca_f_clan02_yano;142
c_ca_f_clan03_tanahashi;143
c_ca_f_clan04_naito;144
c_ca_f_clan05_tenzan;145
c_ca_f_clan06_kojima;146
c_ca_f_clan07_riki;147
c_ca_f_clan08_tenryu;148
c_ca_f_clan09_muto;149
c_ca_f_clan10_chono;150
c_ca_f_clan11_tatsumi;151
c_ca_f_amon;152
c_ca_f_clan_bluez;153
c_ca_f_clan_koroyg;154
c_ca_f_sodati;155
c_ca_f_clan_turu;156
c_ca_f_clan_shunta;157
c_ca_f_clan_hidenori;158
c_ca_f_clan_joe;159
c_ca_f_clan_komei;160
c_ca_f_masao;161
c_ca_f_pocket;162
c_ca_f_saigou;163
c_ca_f_SA20_yoshida;164
c_ca_f_60E;165
c_cw_f_darts_ciha;166
c_cw_f_darts_eri;167
c_cw_f_darts_maik;168
c_cw_f_darts_remi;169
c_ca_f_C07_kaitaiya;170
c_ca_f_hangman;171
c_ca_f_clan_mask;172
c_ca_f_SA08_nagurare;173
